2,10.001248,100.0000,85.0000
3,10.001248,100.0000,85.0000
4,10.001248,100.0000,85.0000
2,12.001108,100.0000,85.0000
3,12.001108,100.0000,85.0000
4,12.001108,100.0000,85.0000
2,16.000988,100.0000,85.0000
3,16.000988,100.0000,85.0000
4,16.000988,100.0000,85.0000
2,21.501288,100.0000,85.0000
3,21.501288,100.0000,85.0000
4,21.501288,100.0000,85.0000
3,39.001188,100.0000,85.0000
4,39.001188,100.0000,85.0000
2,39.001188,50.0000,130.0000
4,39.002147,100.0000,85.0000
2,39.002147,50.0000,130.0000
0,39.002148,7.4353,30.8988
0,39.002148,7.4353,30.8988
4,39.003165,100.0000,85.0000
3,39.003165,100.0000,85.0000
0,39.003166,7.4354,30.8999
1,39.015043,188.3152,183.3152
1,39.016950,188.2949,183.2949
1,39.018908,188.2742,183.2742
3,39.028945,100.0000,85.0000
1,39.032661,188.1283,183.1283
2,39.034547,50.0000,130.0000
1,39.038462,188.0668,183.0668
0,39.040689,7.4386,30.9381
3,39.050675,100.0000,85.0000
1,39.052520,187.9177,182.9177
1,39.052520,187.9177,182.9177
1,39.062507,187.8117,182.8117
2,39.072433,50.0000,130.0000
1,39.074318,187.6865,182.6865
1,39.074318,187.6865,182.6865
3,39.084624,100.0000,85.0000
3,39.094469,100.0000,85.0000
0,39.096316,7.4433,30.9935
0,39.096316,7.4433,30.9935
1,39.106202,187.3483,182.3483
1,39.116050,187.2438,182.2438
2,39.126075,50.0000,130.0000
1,39.128041,187.1166,182.1166
1,39.130107,187.0947,182.0947
2,39.139992,50.0000,130.0000
1,39.141918,186.9695,181.9695
0,39.143964,7.4473,31.0410
1,39.145930,186.9269,181.9269
0,39.147796,7.4476,31.0448
3,39.157862,100.0000,85.0000
1,39.159687,186.7810,181.7810
1,39.159687,186.7810,181.7810
2,39.169613,50.0000,130.0000
1,39.179500,186.5708,181.5708
1,39.181806,186.5464,181.5464
1,39.181806,186.5464,181.5464
3,39.191651,100.0000,85.0000
1,39.201578,186.3367,181.3367
1,39.203523,186.3160,181.3160
2,39.213649,50.0000,130.0000
1,39.215554,186.1884,181.1884
3,39.225839,100.0000,85.0000
3,39.235665,100.0000,85.0000
1,39.237671,185.9538,180.9538
0,39.239717,7.4553,31.1364
0,39.239717,7.4553,31.1364
2,39.249543,50.0000,130.0000
1,39.251489,185.8073,180.8073
1,39.261456,185.7016,180.7016
1,39.263341,185.6816,180.6816
1,39.263341,185.6816,180.6816
2,39.273227,50.0000,130.0000
1,39.275192,185.5559,180.5559
1,39.275192,185.5559,180.5559
1,39.285299,185.4487,180.4487
0,39.287266,7.4593,31.1838
3,39.297452,100.0000,85.0000
1,39.299277,185.3004,180.3004
2,39.309182,50.0000,130.0000
1,39.319069,185.0905,180.0905
1,39.321135,185.0686,180.0686
3,39.331000,100.0000,85.0000
2,39.340866,50.0000,130.0000
1,39.342832,184.8384,179.8384
1,39.344938,184.8161,179.8161
0,39.346864,7.4643,31.2432
3,39.356690,100.0000,85.0000
1,39.358655,184.6706,179.6706
3,39.368920,100.0000,85.0000
1,39.371893,184.5302,179.5302
2,39.382098,50.0000,130.0000
2,39.391944,50.0000,130.0000
0,39.393771,7.4683,31.2899
0,39.393771,7.4683,31.2899
3,39.403677,100.0000,85.0000
1,39.413563,184.0882,179.0882
1,39.415689,184.0657,179.0657
1,39.425556,183.9610,178.9610
0,39.427443,7.4711,31.3235
1,39.429348,183.9208,178.9208
2,39.439194,50.0000,130.0000
1,39.441059,183.7966,178.7966
1,39.441059,183.7966,178.7966
1,39.443065,183.7753,178.7753
1,39.443065,183.7753,178.7753
1,39.452912,183.6709,178.6709
3,39.463018,100.0000,85.0000
1,39.464903,183.5437,178.5437
1,39.474890,183.4378,178.4378
2,39.485035,50.0000,130.0000
1,39.486901,183.3104,178.3104
3,39.496966,100.0000,85.0000
3,39.506952,100.0000,85.0000
1,39.508977,183.0762,178.0762
0,39.510963,7.4781,31.4067
1,39.520889,182.9499,177.9499
1,39.522835,182.9292,177.9292
2,39.532821,50.0000,130.0000
0,39.534647,7.4801,31.4303
1,39.544694,182.6974,177.6974
1,39.546579,182.6774,177.6774
2,39.556565,50.0000,130.0000
3,39.566491,100.0000,85.0000
1,39.568336,182.4466,177.4466
1,39.570462,182.4241,177.4241
3,39.580507,100.0000,85.0000
2,39.590913,50.0000,130.0000
1,39.593945,182.1750,177.1750
1,39.593945,182.1750,177.1750
1,39.595911,182.1541,177.1541
2,39.605896,50.0000,130.0000
0,39.607943,7.4862,31.5034
1,39.617909,181.9208,176.9208
3,39.627834,100.0000,85.0000
1,39.629680,181.7960,176.7960
1,39.629680,181.7960,176.7960
0,39.631606,7.4882,31.5269
0,39.631606,7.4882,31.5269
1,39.641733,181.6681,176.6681
1,39.643618,181.6481,176.6481
2,39.653584,50.0000,130.0000
1,39.655429,181.5228,176.5228
1,39.665316,181.4180,176.4180
3,39.675361,100.0000,85.0000
0,39.677628,7.4921,31.5728
1,39.679573,181.2668,176.2668
1,39.689540,181.1610,176.1610
3,39.699566,100.0000,85.0000
1,39.701451,181.0347,176.0347
0,39.703757,7.4943,31.5988
2,39.713803,50.0000,130.0000
1,39.715629,180.8843,175.8843
1,39.725676,180.7778,175.7778
3,39.735681,100.0000,85.0000
2,39.745687,50.0000,130.0000
3,39.755532,100.0000,85.0000
1,39.757458,180.4407,175.4407
3,39.767323,100.0000,85.0000
1,39.769308,180.3150,175.3150
1,39.771274,180.2941,175.2941
2,39.781159,50.0000,130.0000
0,39.783066,7.5009,31.6779
1,39.785012,180.1484,175.1484
1,39.794859,180.0440,175.0440
1,39.796704,180.0244,175.0244
1,39.796704,180.0244,175.0244
2,39.806590,50.0000,130.0000
2,39.816716,50.0000,130.0000
1,39.818721,179.7909,174.7909
0,39.820807,7.5041,31.7155
1,39.822773,179.7479,174.7479
1,39.822773,179.7479,174.7479
1,39.832720,179.6424,174.6424
3,39.842825,100.0000,85.0000
2,39.852711,50.0000,130.0000
0,39.855684,7.5070,31.7502
0,39.855684,7.5070,31.7502
1,39.857770,179.3767,174.3767
3,39.867635,100.0000,85.0000
1,39.877741,179.1649,174.1649
1,39.879607,179.1451,174.1451
1,39.889534,179.0398,174.0398
0,39.891540,7.5101,31.7860
1,39.901546,178.9124,173.9124
1,39.903432,178.8924,173.8924
3,39.913537,100.0000,85.0000
1,39.915702,178.7622,173.7622
2,39.925628,50.0000,130.0000
0,39.927454,7.5131,31.8217
1,39.937321,178.5329,173.5329
1,39.939366,178.5112,173.5112
2,39.949232,50.0000,130.0000
3,39.959577,100.0000,85.0000
1,39.961423,178.2773,173.2773
1,39.963349,178.2569,173.2569
3,39.973394,100.0000,85.0000
2,39.983539,50.0000,130.0000
1,39.985445,178.0225,173.0225
1,39.987611,177.9995,172.9995
0,39.989597,7.5183,31.8837
1,39.999783,177.8704,172.8704
3,40.009648,99.9454,84.8253
3,40.019734,99.8882,84.6424
2,40.029800,50.0000,130.0000
1,40.031665,177.5323,172.5323
1,40.033530,177.5125,172.5125
2,40.045543,50.0000,130.0000
2,40.055408,50.0000,130.0000
0,40.057275,7.5240,31.9511
1,40.059181,177.2404,172.2404
1,40.061346,177.2174,172.2174
1,40.071193,177.1130,172.1130
2,40.081179,50.0000,130.0000
1,40.083384,176.9837,171.9837
1,40.085210,176.9643,171.9643
1,40.085210,176.9643,171.9643
0,40.087096,7.5265,31.9808
1,40.096922,176.8401,171.8401
3,40.106787,99.3949,83.0637
1,40.108652,176.7157,171.7157
1,40.108652,176.7157,171.7157
0,40.110659,7.5285,32.0043
0,40.110659,7.5285,32.0043
1,40.120685,176.5881,171.5881
0,40.122531,7.5294,32.0161
3,40.132537,99.2490,82.5967
3,40.143549,99.1866,82.3970
1,40.153475,176.2403,171.2403
1,40.155601,176.2177,171.2177
0,40.157467,7.5324,32.0509
1,40.167353,176.0931,171.0931
2,40.177258,50.0000,130.0000
1,40.187105,175.8836,170.8836
2,40.197150,50.0000,130.0000
1,40.199036,175.7570,170.7570
1,40.200981,175.7364,170.7364
3,40.210946,98.8046,81.1747
1,40.212812,175.6109,170.6109
3,40.222657,98.7382,80.9624
2,40.232543,50.0000,130.0000
0,40.234529,7.5389,32.1277
1,40.244476,175.2751,170.2751
1,40.246361,175.2551,170.2551
1,40.248267,175.2348,170.2348
2,40.258392,50.0000,130.0000
1,40.260438,175.1058,170.1058
1,40.262323,175.0858,170.0858
3,40.272288,98.4570,80.0623
3,40.282134,98.4012,79.8837
2,40.291980,50.0000,130.0000
1,40.293825,174.7516,169.7516
1,40.295811,174.7306,169.7306
0,40.297877,7.5442,32.1909
1,40.307703,174.6044,169.6044
1,40.309549,174.5849,169.5849
2,40.319414,50.0000,130.0000
2,40.329580,50.0000,130.0000
1,40.331525,174.3518,169.3518
1,40.333371,174.3322,169.3322
2,40.343676,50.0000,130.0000
0,40.345723,7.5482,32.2385
1,40.355549,174.0970,169.0970
3,40.365614,97.9281,78.3698
1,40.367559,173.9696,168.9696
1,40.367559,173.9696,168.9696
3,40.377665,97.8598,78.1513
1,40.379650,173.8413,168.8413
0,40.381796,7.5512,32.2745
0,40.383763,7.5514,32.2764
1,40.385728,173.7769,168.7769
1,40.385728,173.7769,168.7769
3,40.395574,97.7583,77.8265
0,40.397500,7.5525,32.2901
0,40.397500,7.5525,32.2901
1,40.407386,173.5471,168.5471
1,40.417213,173.4429,168.4429
1,40.419079,173.4231,168.4231
0,40.421025,7.5545,32.3136
1,40.430871,173.2980,168.2980
1,40.441038,173.1902,168.1902
2,40.451043,50.0000,130.0000
1,40.461270,172.9756,167.9756
3,40.471155,97.3299,76.4558
1,40.473080,172.8503,167.8503
1,40.474986,172.8301,167.8301
2,40.484831,50.0000,130.0000
1,40.486816,172.7046,167.7046
0,40.488903,7.5602,32.3812
1,40.498889,172.5766,167.5766
3,40.508754,97.1169,75.7740
2,40.518660,50.0000,130.0000
1,40.520685,172.3454,167.3454
3,40.530550,96.9933,75.3787
1,40.532515,172.2199,167.2199
1,40.534381,172.2001,167.2001
2,40.544286,50.0000,130.0000
2,40.554212,50.0000,130.0000
3,40.564038,96.8036,74.7714
0,40.565944,7.5667,32.4580
3,40.575910,96.7363,74.5561
1,40.577876,171.7388,166.7388
1,40.579781,171.7186,166.7186
